"Index", "Count", "Origin Account", "Destination Account", "Date", "Original Amount", "Origin Currency", "Converted Amount", "Destination Currency"
"24981", "27115", "00560-560-NM-99440", "00511-511-QJ-99489", "1/12/08", "4026.00", "CAD", "4026.00", "USD"
"24982", "27116", "00560-560-NM-99440", "00511-511-QJ-99489", "1/15/08", "12053.60", "CAD", "12053.60", "USD"
"24983", "27116", "00560-560-NM-99440", "00511-511-QJ-99489", "1/15/08", "12053.60", "CAD", "12053.60", "USD"
"24984", "27117", "00560-560-NM-99440", "00511-511-QJ-99489", "2/29/08", "488.00", "CAD", "488.00", "USD"
"24985", "27117", "00560-560-NM-99440", "00511-511-QJ-99489", "2/29/08", "488.00", "CAD", "488.00", "USD"
"24986", "27118", "00560-560-NM-99440", "00511-511-QJ-99489", "4/28/08", "39894.00", "CAD", "39894.00", "USD"
"24987", "27118", "00560-560-NM-99440", "00511-511-QJ-99489", "4/28/08", "39894.00", "CAD", "39894.00", "USD"
"24988", "27119", "00560-560-NM-99440", "00511-511-QJ-99489", "4/29/08", "2142.54", "CAD", "2142.54", "USD"
"24989", "27119", "00560-560-NM-99440", "00511-511-QJ-99489", "4/29/08", "2142.54", "CAD", "2142.54", "USD"
"24990", "27120", "00560-560-NM-99440", "00511-511-QJ-99489", "5/10/08", "2601.96", "CAD", "2601.96", "USD"
"24991", "27120", "00560-560-NM-99440", "00511-511-QJ-99489", "5/10/08", "2601.96", "CAD", "2601.96", "USD"
"24992", "27121", "00560-560-NM-99440", "00511-511-QJ-99489", "5/18/08", "1830.00", "CAD", "1830.00", "USD"
"24993", "27121", "00560-560-NM-99440", "00511-511-QJ-99489", "5/18/08", "1830.00", "CAD", "1830.00", "USD"
"24994", "27122", "00560-560-NM-99440", "00511-511-QJ-99489", "6/2/08", "6710.00", "CAD", "6710.00", "USD"
"24995", "27122", "00560-560-NM-99440", "00511-511-QJ-99489", "6/2/08", "6710.00", "CAD", "6710.00", "USD"
"24996", "27123", "00561-561-OL-99439", "00511-511-QJ-99489", "1/25/10", "2745.00", "CAD", "2745.00", "USD"
"24997", "27123", "00561-561-OL-99439", "00511-511-QJ-99489", "1/25/10", "2745.00", "CAD", "2745.00", "USD"
"24998", "27124", "00562-562-PK-99438", "00511-511-QJ-99489", "1/25/10", "1516.46", "CAD", "1516.46", "USD"
"24999", "27124", "00562-562-PK-99438", "00511-511-QJ-99489", "1/25/10", "1516.46", "CAD", "1516.46", "USD"
"25000", "27127", "00563-563-QJ-99437", "00200-200-RI-99800", "4/26/10", "23180.00", "CAD", "23180.00", "USD"
"25001", "27127", "00563-563-QJ-99437", "00200-200-RI-99800", "4/26/10", "23180.00", "CAD", "23180.00", "USD"
"25002", "27128", "00563-563-QJ-99437", "00200-200-RI-99800", "4/26/10", "2921.90", "CAD", "2921.90", "USD"
"25003", "27128", "00563-563-QJ-99437", "00200-200-RI-99800", "4/26/10", "2921.90", "CAD", "2921.90", "USD"
"25004", "27130", "00563-563-QJ-99437", "00200-200-RI-99800", "6/19/10", "100000.00", "CAD", "100000.00", "USD"
"25005", "27130", "00563-563-QJ-99437", "00200-200-RI-99800", "6/19/10", "100000.00", "CAD", "100000.00", "USD"
"25006", "27131", "00563-563-QJ-99437", "00200-200-RI-99800", "7/3/11", "4178002.50", "CAD", "4178002.50", "USD"
"25007", "27131", "00563-563-QJ-99437", "00200-200-RI-99800", "7/3/11", "4178002.50", "CAD", "4178002.50", "USD"
"25008", "27132", "00563-563-QJ-99437", "00511-511-QJ-99489", "8/1/08", "3172.00", "CAD", "3172.00", "USD"
"25009", "27132", "00563-563-QJ-99437", "00511-511-QJ-99489", "8/1/08", "3172.00", "CAD", "3172.00", "USD"
"25010", "27133", "00563-563-QJ-99437", "00511-511-QJ-99489", "8/16/08", "9760.00", "CAD", "9760.00", "USD"
"25011", "27133", "00563-563-QJ-99437", "00511-511-QJ-99489", "8/16/08", "9760.00", "CAD", "9760.00", "USD"
"25012", "27134", "00563-563-QJ-99437", "00511-511-QJ-99489", "8/16/08", "915.00", "CAD", "915.00", "USD"
"25013", "27134", "00563-563-QJ-99437", "00511-511-QJ-99489", "8/16/08", "915.00", "CAD", "915.00", "USD"
"25014", "27135", "00563-563-QJ-99437", "00511-511-QJ-99489", "9/19/08", "4447.28", "CAD", "4447.28", "USD"
"25015", "27135", "00563-563-QJ-99437", "00511-511-QJ-99489", "9/19/08", "4447.28", "CAD", "4447.28", "USD"
"25016", "27136", "00563-563-QJ-99437", "00511-511-QJ-99489", "10/10/08", "1244.40", "CAD", "1244.40", "USD"
"25017", "27136", "00563-563-QJ-99437", "00511-511-QJ-99489", "10/10/08", "1244.40", "CAD", "1244.40", "USD"
"25018", "27137", "00563-563-QJ-99437", "00511-511-QJ-99489", "11/14/08", "1708.00", "CAD", "1708.00", "USD"
"25019", "27137", "00563-563-QJ-99437", "00511-511-QJ-99489", "11/14/08", "1708.00", "CAD", "1708.00", "USD"
"25020", "27138", "00563-563-QJ-99437", "00511-511-QJ-99489", "11/15/08", "2196.00", "CAD", "2196.00", "USD"
"25021", "27138", "00563-563-QJ-99437", "00511-511-QJ-99489", "11/15/08", "2196.00", "CAD", "2196.00", "USD"
"25022", "27139", "00563-563-QJ-99437", "00511-511-QJ-99489", "11/15/08", "46.00", "CAD", "46.00", "USD"
"25023", "27139", "00563-563-QJ-99437", "00511-511-QJ-99489", "11/15/08", "46.00", "CAD", "46.00", "USD"
"25024", "27140", "00563-563-QJ-99437", "00511-511-QJ-99489", "12/19/08", "1342.00", "CAD", "1342.00", "USD"
"25025", "27140", "00563-563-QJ-99437", "00511-511-QJ-99489", "12/19/08", "1342.00", "CAD", "1342.00", "USD"
"25026", "27141", "00563-563-QJ-99437", "00511-511-QJ-99489", "12/28/08", "2562.00", "CAD", "2562.00", "USD"
"25027", "27141", "00563-563-QJ-99437", "00511-511-QJ-99489", "12/28/08", "2562.00", "CAD", "2562.00", "USD"
"25028", "27142", "00563-563-QJ-99437", "00511-511-QJ-99489", "1/9/09", "1342.00", "CAD", "1342.00", "USD"
"25029", "27142", "00563-563-QJ-99437", "00511-511-QJ-99489", "1/9/09", "1342.00", "CAD", "1342.00", "USD"
"25030", "27144", "00563-563-QJ-99437", "00511-511-QJ-99489", "3/1/09", "35000.00", "CAD", "35000.00", "USD"
"25031", "27144", "00563-563-QJ-99437", "00511-511-QJ-99489", "3/1/09", "35000.00", "CAD", "35000.00", "USD"
"25032", "27146", "00563-563-QJ-99437", "00511-511-QJ-99489", "12/22/09", "220000.00", "CAD", "220000.00", "USD"
"25033", "27146", "00563-563-QJ-99437", "00511-511-QJ-99489", "12/22/09", "220000.00", "CAD", "220000.00", "USD"
"25034", "27150", "00563-563-QJ-99437", "00511-511-QJ-99489", "1/25/10", "1830.00", "CAD", "1830.00", "USD"
"25035", "27150", "00563-563-QJ-99437", "00511-511-QJ-99489", "1/25/10", "1830.00", "CAD", "1830.00", "USD"
"25036", "27152", "00563-563-QJ-99437", "00511-511-QJ-99489", "2/1/10", "2000.00", "CAD", "2000.00", "USD"
"25037", "27152", "00563-563-QJ-99437", "00511-511-QJ-99489", "2/1/10", "2000.00", "CAD", "2000.00", "USD"
"25038", "27153", "00563-563-QJ-99437", "00511-511-QJ-99489", "2/1/10", "2000.00", "CAD", "2000.00", "USD"
"25039", "27153", "00563-563-QJ-99437", "00511-511-QJ-99489", "2/1/10", "2000.00", "CAD", "2000.00", "USD"
"25040", "27155", "00563-563-QJ-99437", "00511-511-QJ-99489", "4/4/10", "2074.00", "CAD", "2074.00", "USD"
"25041", "27155", "00563-563-QJ-99437", "00511-511-QJ-99489", "4/4/10", "2074.00", "CAD", "2074.00", "USD"
"25042", "27156", "00563-563-QJ-99437", "00511-511-QJ-99489", "4/4/10", "2074.00", "CAD", "2074.00", "USD"
"25043", "27156", "00563-563-QJ-99437", "00511-511-QJ-99489", "4/4/10", "2074.00", "CAD", "2074.00", "USD"
"25044", "27158", "00563-563-QJ-99437", "00511-511-QJ-99489", "5/9/10", "3904.00", "CAD", "3904.00", "USD"
"25045", "27158", "00563-563-QJ-99437", "00511-511-QJ-99489", "5/9/10", "3904.00", "CAD", "3904.00", "USD"
"25046", "27159", "00563-563-QJ-99437", "00511-511-QJ-99489", "5/9/10", "3904.00", "CAD", "3904.00", "USD"
"25047", "27159", "00563-563-QJ-99437", "00511-511-QJ-99489", "5/9/10", "3904.00", "CAD", "3904.00", "USD"
"25048", "27160", "00564-564-RI-99436", "00200-200-RI-99800", "2/17/09", "12979.92", "CAD", "12979.92", "USD"
"25049", "27162", "00565-565-SH-99435", "00200-200-RI-99800", "6/22/10", "20115.50", "CAD", "20115.50", "USD"
"25050", "27164", "00565-565-SH-99435", "00200-200-RI-99800", "6/25/10", "35000.00", "CAD", "35000.00", "USD"
"25051", "27166", "00565-565-SH-99435", "00200-200-RI-99800", "6/29/10", "35000.00", "CAD", "35000.00", "USD"
"25052", "27168", "00566-566-TG-99434", "00200-200-RI-99800", "7/2/10", "30000.00", "CAD", "30000.00", "USD"
"25053", "27169", "00567-567-UF-99433", "00532-532-LO-99468", "12/23/12", "59030.49", "CAD", "59030.49", "USD"
"25054", "27170", "00568-568-VE-99432", "00327-327-OL-99673", "11/21/11", "800.24", "CAD", "800.24", "USD"
"25055", "27171", "00569-569-WD-99431", "00327-327-OL-99673", "10/18/11", "6000.00", "CAD", "6000.00", "USD"
"25056", "27172", "00570-570-XC-99430", "00327-327-OL-99673", "9/11/11", "7000000.00", "CAD", "7000000.00", "USD"
"25057", "27173", "00570-570-XC-99430", "00327-327-OL-99673", "10/9/11", "5373.23", "CAD", "5373.23", "USD"
"25058", "27174", "00570-570-XC-99430", "00327-327-OL-99673", "10/15/11", "11000.00", "CAD", "11000.00", "USD"
"25059", "27175", "00570-570-XC-99430", "00327-327-OL-99673", "11/14/11", "2410.80", "CAD", "2410.80", "USD"
"25060", "27176", "00570-570-XC-99430", "00327-327-OL-99673", "1/1/12", "11467.40", "CAD", "11467.40", "USD"
"25061", "27177", "00570-570-XC-99430", "00327-327-OL-99673", "1/22/12", "382926.84", "CAD", "382926.84", "USD"
"25062", "27178", "00570-570-XC-99430", "00327-327-OL-99673", "1/23/12", "5671.82", "CAD", "5671.82", "USD"
"25063", "27179", "00570-570-XC-99430", "00327-327-OL-99673", "3/25/12", "173880.70", "CAD", "173880.70", "USD"
"25064", "27180", "00570-570-XC-99430", "00327-327-OL-99673", "3/25/12", "96638.25", "CAD", "96638.25", "USD"
"25065", "27181", "00570-570-XC-99430", "00327-327-OL-99673", "3/26/12", "200000.00", "CAD", "200000.00", "USD"
"25066", "27182", "00570-570-XC-99430", "00327-327-OL-99673", "7/1/12", "50000.00", "CAD", "50000.00", "USD"
"25067", "27183", "00570-570-XC-99430", "00327-327-OL-99673", "7/30/12", "100000.00", "CAD", "100000.00", "USD"
"25068", "27184", "00570-570-XC-99430", "00327-327-OL-99673", "8/12/12", "75000.00", "CAD", "75000.00", "USD"
"25069", "27185", "00570-570-XC-99430", "00327-327-OL-99673", "9/2/12", "90000.00", "CAD", "90000.00", "USD"
"25070", "27186", "00570-570-XC-99430", "00327-327-OL-99673", "11/16/12", "35000.00", "CAD", "35000.00", "USD"
"25071", "27187", "00570-570-XC-99430", "00327-327-OL-99673", "12/11/12", "50000.00", "CAD", "50000.00", "USD"
"25072", "27188", "00570-570-XC-99430", "00327-327-OL-99673", "12/18/12", "3000.00", "CAD", "3000.00", "USD"
"25073", "27189", "00570-570-XC-99430", "00327-327-OL-99673", "1/13/13", "27000.00", "CAD", "27000.00", "USD"
"25074", "27190", "00571-571-YB-99429", "00551-551-EV-99449", "3/25/12", "5382.60", "EUR", "22429.29", "USD"
"25075", "27191", "00572-572-ZA-99428", "00511-511-QJ-99489", "4/11/08", "3015.84", "CAD", "3015.84", "USD"
"25076", "27192", "00573-573-AZ-99427", "00200-200-RI-99800", "11/2/09", "475.52", "CAD", "475.52", "USD"
"25077", "27193", "00573-573-AZ-99427", "00200-200-RI-99800", "12/7/09", "12326.15", "CAD", "12326.15", "USD"
"25078", "27194", "00573-573-AZ-99427", "00200-200-RI-99800", "12/8/09", "2601.31", "CAD", "2601.31", "USD"
"25079", "27195", "00573-573-AZ-99427", "00200-200-RI-99800", "1/17/10", "328.42", "CAD", "328.42", "USD"
"25080", "27197", "00573-573-AZ-99427", "00200-200-RI-99800", "2/14/10", "268.40", "CAD", "268.40", "USD"
"25081", "27199", "00573-573-AZ-99427", "00200-200-RI-99800", "2/23/10", "2078.27", "CAD", "2078.27", "USD"
"25082", "27201", "00573-573-AZ-99427", "00200-200-RI-99800", "6/5/10", "400.16", "CAD", "400.16", "USD"
"25083", "27203", "00573-573-AZ-99427", "00200-200-RI-99800", "8/7/10", "109.80", "CAD", "109.80", "USD"
"25084", "27205", "00573-573-AZ-99427", "00200-200-RI-99800", "8/21/10", "183.00", "CAD", "183.00", "USD"
"25085", "27206", "00573-573-AZ-99427", "00200-200-RI-99800", "10/2/10", "115.90", "CAD", "115.90", "USD"
"25086", "27207", "00573-573-AZ-99427", "00200-200-RI-99800", "10/30/10", "119.97", "CAD", "119.97", "USD"
"25087", "27208", "00573-573-AZ-99427", "00200-200-RI-99800", "11/6/10", "9163.18", "CAD", "9163.18", "USD"
"25088", "27209", "00573-573-AZ-99427", "00200-200-RI-99800", "11/15/10", "19594.01", "CAD", "19594.01", "USD"
"25089", "27210", "00573-573-AZ-99427", "00200-200-RI-99800", "11/20/10", "6853.40", "CAD", "6853.40", "USD"
"25090", "27211", "00573-573-AZ-99427", "00200-200-RI-99800", "12/4/10", "2100.86", "CAD", "2100.86", "USD"
"25091", "27212", "00573-573-AZ-99427", "00200-200-RI-99800", "12/18/10", "1037.00", "CAD", "1037.00", "USD"
"25092", "27213", "00573-573-AZ-99427", "00200-200-RI-99800", "1/9/11", "1220.00", "CAD", "1220.00", "USD"
"25093", "27214", "00573-573-AZ-99427", "00200-200-RI-99800", "1/17/11", "3832.92", "CAD", "3832.92", "USD"
"25094", "27215", "00573-573-AZ-99427", "00200-200-RI-99800", "2/11/11", "362.03", "CAD", "362.03", "USD"
"25095", "27216", "00573-573-AZ-99427", "00200-200-RI-99800", "3/20/11", "610.82", "CAD", "610.82", "USD"
"25096", "27217", "00573-573-AZ-99427", "00200-200-RI-99800", "4/10/11", "623.23", "CAD", "623.23", "USD"
"25097", "27218", "00573-573-AZ-99427", "00200-200-RI-99800", "6/27/11", "118.52", "CAD", "118.52", "USD"
"25098", "27219", "00573-573-AZ-99427", "00200-200-RI-99800", "7/15/11", "405.90", "CAD", "405.90", "USD"
"25099", "27220", "00573-573-AZ-99427", "00200-200-RI-99800", "7/25/11", "1427.40", "CAD", "1427.40", "USD"
"25100", "27221", "00573-573-AZ-99427", "00200-200-RI-99800", "9/10/11", "369.00", "CAD", "369.00", "USD"
"25101", "27222", "00573-573-AZ-99427", "00200-200-RI-99800", "10/11/11", "1380.50", "CAD", "1380.50", "USD"
"25102", "27223", "00573-573-AZ-99427", "00200-200-RI-99800", "10/18/11", "458.69", "CAD", "458.69", "USD"
"25103", "27224", "00573-573-AZ-99427", "00200-200-RI-99800", "12/27/11", "1996.71", "CAD", "1996.71", "USD"
"25104", "27225", "00574-574-BY-99426", "00200-200-RI-99800", "10/17/10", "5526.60", "CAD", "5526.60", "USD"
"25105", "27226", "00574-574-BY-99426", "00200-200-RI-99800", "2/27/11", "8157.88", "CAD", "8157.88", "USD"
"25106", "27227", "00575-575-CX-99425", "00511-511-QJ-99489", "2/25/08", "1403.00", "CAD", "1403.00", "USD"
"25107", "27229", "00576-576-DW-99424", "00200-200-RI-99800", "4/23/10", "15451.74", "CAD", "15451.74", "USD"
"25108", "27230", "00576-576-DW-99424", "00200-200-RI-99800", "10/9/10", "2171.86", "CAD", "2171.86", "USD"
"25109", "27232", "00577-577-EV-99423", "00200-200-RI-99800", "5/16/10", "42822.00", "CAD", "42822.00", "USD"
"25110", "27234", "00577-577-EV-99423", "00200-200-RI-99800", "7/13/10", "21411.00", "CAD", "21411.00", "USD"
"25111", "27236", "00578-578-FU-99422", "00200-200-RI-99800", "7/31/10", "158451.79", "CAD", "158451.79", "USD"
"25112", "27238", "00578-578-FU-99422", "00200-200-RI-99800", "8/23/10", "20740.00", "CAD", "20740.00", "USD"
"25113", "27240", "00579-579-GT-99421", "00200-200-RI-99800", "6/7/10", "10980.00", "CAD", "10980.00", "USD"
"25114", "27242", "00579-579-GT-99421", "00200-200-RI-99800", "7/9/10", "10980.00", "CAD", "10980.00", "USD"
"25115", "27244", "00579-579-GT-99421", "00200-200-RI-99800", "7/30/10", "18126.80", "CAD", "18126.80", "USD"
"25116", "27246", "00579-579-GT-99421", "00200-200-RI-99800", "8/6/10", "126270.00", "CAD", "126270.00", "USD"
"25117", "27248", "00579-579-GT-99421", "00200-200-RI-99800", "8/7/10", "10980.00", "CAD", "10980.00", "USD"
"25118", "27250", "00580-580-HS-99420", "00200-200-RI-99800", "5/31/10", "1637.08", "CAD", "1637.08", "USD"
"25119", "27251", "00581-581-IR-99419", "00200-200-RI-99800", "1/24/10", "15000.00", "CAD", "15000.00", "USD"
"25120", "27253", "00581-581-IR-99419", "00200-200-RI-99800", "6/5/10", "10229.81", "CAD", "10229.81", "USD"
"25121", "27254", "00582-582-JQ-99418", "00200-200-RI-99800", "10/31/09", "6100.00", "CAD", "6100.00", "USD"
"25122", "27255", "00582-582-JQ-99418", "00200-200-RI-99800", "1/15/10", "5387.52", "CAD", "5387.52", "USD"
"25123", "27256", "00583-583-KP-99417", "00200-200-RI-99800", "1/15/10", "468.48", "CAD", "468.48", "USD"
"25124", "27257", "00584-584-LO-99416", "00200-200-RI-99800", "8/3/09", "5450.36", "CAD", "5450.36", "USD"
"25125", "27258", "00584-584-LO-99416", "00200-200-RI-99800", "10/6/09", "15187.44", "CAD", "15187.44", "USD"
"25126", "27260", "00584-584-LO-99416", "00200-200-RI-99800", "6/21/10", "25506.59", "CAD", "25506.59", "USD"
"25127", "27261", "00584-584-LO-99416", "00511-511-QJ-99489", "3/16/08", "7320.00", "CAD", "7320.00", "USD"
"25128", "27262", "00585-585-MN-99415", "00557-557-KP-99443", "2/5/10", "128.22", "CAD", "128.22", "USD"
"25129", "27263", "00585-585-MN-99415", "00557-557-KP-99443", "2/13/10", "252.49", "CAD", "252.49", "USD"
"25130", "27264", "00585-585-MN-99415", "00557-557-KP-99443", "2/14/10", "281.10", "CAD", "281.10", "USD"
"25131", "27265", "00585-585-MN-99415", "00557-557-KP-99443", "2/19/10", "631.23", "CAD", "631.23", "USD"
"25132", "27266", "00585-585-MN-99415", "00557-557-KP-99443", "2/26/10", "493.15", "CAD", "493.15", "USD"
"25133", "27267", "00585-585-MN-99415", "00557-557-KP-99443", "7/23/10", "624.66", "CAD", "624.66", "USD"
"25134", "27268", "00585-585-MN-99415", "00557-557-KP-99443", "7/24/10", "190.96", "CAD", "190.96", "USD"
"25135", "27269", "00585-585-MN-99415", "00557-557-KP-99443", "8/6/10", "585.62", "CAD", "585.62", "USD"
"25136", "27270", "00585-585-MN-99415", "00558-558-LO-99442", "2/12/10", "958.90", "CAD", "958.90", "USD"
"25137", "27271", "00586-586-NM-99414", "00511-511-QJ-99489", "2/25/09", "1.46", "CAD", "1.46", "USD"
"25138", "27272", "00586-586-NM-99414", "00511-511-QJ-99489", "3/25/09", "0.74", "CAD", "0.74", "USD"
"25139", "27273", "00586-586-NM-99414", "00511-511-QJ-99489", "4/25/09", "0.20", "CAD", "0.20", "USD"
"25140", "27274", "00586-586-NM-99414", "00511-511-QJ-99489", "5/25/09", "0.19", "CAD", "0.19", "USD"
"25141", "27275", "00586-586-NM-99414", "00511-511-QJ-99489", "6/24/09", "0.31", "CAD", "0.31", "USD"
"25142", "27276", "00586-586-NM-99414", "00511-511-QJ-99489", "7/25/09", "1.08", "CAD", "1.08", "USD"
"25143", "27277", "00586-586-NM-99414", "00511-511-QJ-99489", "8/25/09", "0.07", "CAD", "0.07", "USD"
"25144", "27278", "00586-586-NM-99414", "00511-511-QJ-99489", "9/25/09", "0.06", "CAD", "0.06", "USD"
"25145", "27279", "00586-586-NM-99414", "00511-511-QJ-99489", "10/25/09", "0.25", "CAD", "0.25", "USD"
"25146", "27280", "00586-586-NM-99414", "00511-511-QJ-99489", "11/25/09", "0.06", "CAD", "0.06", "USD"
"25147", "27281", "00586-586-NM-99414", "00511-511-QJ-99489", "12/25/09", "0.02", "CAD", "0.02", "USD"
"25148", "27282", "00586-586-NM-99414", "00511-511-QJ-99489", "1/25/10", "0.25", "CAD", "0.25", "USD"
"25149", "27283", "00586-586-NM-99414", "00511-511-QJ-99489", "2/24/10", "0.23", "CAD", "0.23", "USD"
"25150", "27284", "00586-586-NM-99414", "00511-511-QJ-99489", "2/24/10", "0.23", "CAD", "0.23", "USD"
"25151", "27285", "00586-586-NM-99414", "00511-511-QJ-99489", "3/24/10", "0.08", "CAD", "0.08", "USD"
"25152", "27286", "00586-586-NM-99414", "00511-511-QJ-99489", "3/24/10", "0.08", "CAD", "0.08", "USD"
"25153", "27287", "00586-586-NM-99414", "00511-511-QJ-99489", "4/25/10", "0.18", "CAD", "0.18", "USD"
"25154", "27288", "00586-586-NM-99414", "00511-511-QJ-99489", "4/25/10", "0.18", "CAD", "0.18", "USD"
"25155", "27289", "00586-586-NM-99414", "00511-511-QJ-99489", "5/25/10", "0.05", "CAD", "0.05", "USD"
"25156", "27290", "00586-586-NM-99414", "00511-511-QJ-99489", "5/25/10", "0.05", "CAD", "0.05", "USD"
"25157", "27291", "00586-586-NM-99414", "00511-511-QJ-99489", "6/25/10", "0.11", "CAD", "0.11", "USD"
"25158", "27292", "00586-586-NM-99414", "00511-511-QJ-99489", "6/25/10", "0.11", "CAD", "0.11", "USD"
"25159", "27293", "00586-586-NM-99414", "00511-511-QJ-99489", "7/25/10", "1.76", "CAD", "1.76", "USD"
"25160", "27294", "00586-586-NM-99414", "00511-511-QJ-99489", "7/25/10", "1.76", "CAD", "1.76", "USD"
"25161", "27295", "00586-586-NM-99414", "00511-511-QJ-99489", "8/25/10", "0.32", "CAD", "0.32", "USD"
"25162", "27296", "00586-586-NM-99414", "00511-511-QJ-99489", "8/25/10", "0.32", "CAD", "0.32", "USD"
"25163", "27297", "00586-586-NM-99414", "00511-511-QJ-99489", "9/25/10", "0.03", "CAD", "0.03", "USD"
"25164", "27298", "00586-586-NM-99414", "00511-511-QJ-99489", "9/25/10", "0.03", "CAD", "0.03", "USD"
"25165", "27299", "00586-586-NM-99414", "00511-511-QJ-99489", "10/25/10", "0.35", "CAD", "0.35", "USD"
"25166", "27300", "00586-586-NM-99414", "00511-511-QJ-99489", "10/25/10", "0.35", "CAD", "0.35", "USD"
"25167", "27301", "00586-586-NM-99414", "00511-511-QJ-99489", "11/24/10", "0.48", "CAD", "0.48", "USD"
"25168", "27302", "00586-586-NM-99414", "00511-511-QJ-99489", "11/24/10", "0.48", "CAD", "0.48", "USD"
"25169", "27303", "00586-586-NM-99414", "00511-511-QJ-99489", "12/25/10", "0.20", "CAD", "0.20", "USD"
"25170", "27304", "00586-586-NM-99414", "00511-511-QJ-99489", "12/25/10", "0.20", "CAD", "0.20", "USD"
"25171", "27305", "00586-586-NM-99414", "00511-511-QJ-99489", "1/25/11", "0.42", "CAD", "0.42", "USD"
"25172", "27306", "00586-586-NM-99414", "00511-511-QJ-99489", "1/25/11", "0.42", "CAD", "0.42", "USD"
"25173", "27307", "00586-586-NM-99414", "00511-511-QJ-99489", "2/25/11", "0.05", "CAD", "0.05", "USD"
"25174", "27308", "00586-586-NM-99414", "00511-511-QJ-99489", "2/25/11", "0.05", "CAD", "0.05", "USD"
"25175", "27309", "00586-586-NM-99414", "00511-511-QJ-99489", "3/25/11", "0.47", "CAD", "0.47", "USD"
"25176", "27310", "00586-586-NM-99414", "00511-511-QJ-99489", "3/25/11", "0.47", "CAD", "0.47", "USD"
"25177", "27311", "00586-586-NM-99414", "00511-511-QJ-99489", "4/25/11", "0.05", "CAD", "0.05", "USD"
"25178", "27312", "00586-586-NM-99414", "00511-511-QJ-99489", "4/25/11", "0.05", "CAD", "0.05", "USD"
"25179", "27313", "00586-586-NM-99414", "00511-511-QJ-99489", "5/25/11", "0.05", "CAD", "0.05", "USD"
"25180", "27314", "00586-586-NM-99414", "00511-511-QJ-99489", "6/25/11", "0.41", "CAD", "0.41", "USD"
"25181", "27315", "00586-586-NM-99414", "00511-511-QJ-99489", "7/25/11", "0.07", "CAD", "0.07", "USD"
"25182", "27316", "00586-586-NM-99414", "00511-511-QJ-99489", "8/24/11", "0.15", "CAD", "0.15", "USD"
"25183", "27317", "00586-586-NM-99414", "00511-511-QJ-99489", "9/25/11", "0.09", "CAD", "0.09", "USD"
"25184", "27318", "00586-586-NM-99414", "00511-511-QJ-99489", "10/25/11", "0.04", "CAD", "0.04", "USD"
"25185", "27319", "00586-586-NM-99414", "00511-511-QJ-99489", "11/25/11", "0.32", "CAD", "0.32", "USD"
"25186", "27320", "00586-586-NM-99414", "00511-511-QJ-99489", "12/25/11", "0.29", "CAD", "0.29", "USD"
"25187", "27321", "00586-586-NM-99414", "00511-511-QJ-99489", "1/25/12", "0.90", "CAD", "0.90", "USD"
"25188", "27322", "00586-586-NM-99414", "00547-547-AZ-99453", "2/25/11", "0.03", "USD", "0.03", "USD"
"25189", "27323", "00587-587-OL-99413", "00531-531-KP-99469", "1/26/10", "0.08", "EUR", "0.33", "USD"
"25190", "27324", "00587-587-OL-99413", "00531-531-KP-99469", "2/26/10", "0.06", "EUR", "0.24", "USD"
"25191", "27325", "00587-587-OL-99413", "00531-531-KP-99469", "3/26/10", "0.20", "EUR", "0.79", "USD"
"25192", "27326", "00587-587-OL-99413", "00531-531-KP-99469", "4/26/10", "0.02", "EUR", "0.08", "USD"
"25193", "27327", "00587-587-OL-99413", "00531-531-KP-99469", "5/26/10", "0.13", "EUR", "0.50", "USD"
"25194", "27328", "00587-587-OL-99413", "00531-531-KP-99469", "6/26/10", "0.18", "EUR", "0.74", "USD"
"25195", "27329", "00587-587-OL-99413", "00531-531-KP-99469", "7/26/10", "0.33", "EUR", "1.34", "USD"
"25196", "27330", "00587-587-OL-99413", "00531-531-KP-99469", "8/26/10", "0.10", "EUR", "0.40", "USD"
"25197", "27331", "00587-587-OL-99413", "00531-531-KP-99469", "9/26/10", "0.23", "EUR", "0.92", "USD"
"25198", "27332", "00587-587-OL-99413", "00531-531-KP-99469", "10/26/10", "0.02", "EUR", "0.08", "USD"
"25199", "27333", "00587-587-OL-99413", "00531-531-KP-99469", "1/26/11", "0.04", "EUR", "0.16", "USD"
"25200", "27334", "00587-587-OL-99413", "00531-531-KP-99469", "2/26/11", "0.10", "EUR", "0.39", "USD"
"25201", "27335", "00587-587-OL-99413", "00537-537-QJ-99463", "1/26/10", "0.03", "CAD", "0.03", "USD"
"25202", "27336", "00587-587-OL-99413", "00537-537-QJ-99463", "2/26/10", "0.39", "CAD", "0.39", "USD"
"25203", "27337", "00587-587-OL-99413", "00537-537-QJ-99463", "3/26/10", "0.03", "CAD", "0.03", "USD"
"25204", "27338", "00587-587-OL-99413", "00537-537-QJ-99463", "4/26/10", "0.26", "CAD", "0.26", "USD"
"25205", "27339", "00587-587-OL-99413", "00537-537-QJ-99463", "5/26/10", "0.05", "CAD", "0.05", "USD"
"25206", "27340", "00587-587-OL-99413", "00537-537-QJ-99463", "6/26/10", "0.04", "CAD", "0.04", "USD"
"25207", "27341", "00587-587-OL-99413", "00537-537-QJ-99463", "7/26/10", "0.16", "CAD", "0.16", "USD"
"25208", "27342", "00587-587-OL-99413", "00537-537-QJ-99463", "8/26/10", "0.31", "CAD", "0.31", "USD"
